i,j,k
28,33,18
28,34,18
28,35,18
28,36,18
28,37,18
28,38,18
28,39,18
28,40,18
28,41,18
28,42,18
28,43,18
29,20,18
29,21,18
29,22,18
29,23,18
29,24,18
29,25,18
29,26,18
29,27,18
29,28,18
29,29,18
29,30,18
29,31,18
29,32,18
29,33,18
29,34,18
29,35,18
29,36,18
29,37,18
29,38,18
29,39,18
29,40,18
29,41,18
29,42,18
29,43,18
30,20,18
30,21,18
30,22,18
30,23,18
30,24,18
30,25,18
30,26,18
30,27,18
30,28,18
30,29,18
30,30,18
30,31,18
30,32,18
30,33,18
30,34,18
30,35,18
30,36,18
30,37,18
30,38,18
30,39,18
30,40,18
30,41,18
30,42,18
30,43,18
31,20,18
31,21,18
31,22,18
31,23,18
31,24,18
31,25,18
31,26,18
31,27,18
31,28,18
31,29,18
31,30,18
31,31,18
31,32,18
31,33,18
31,34,18
31,35,18
31,36,18
31,37,18
31,38,18
31,39,18
31,40,18
31,41,18
31,42,18
31,43,18
32,20,18
32,21,18
32,22,18
32,23,18
32,24,18
32,25,18
32,26,18
32,27,18
32,28,18
32,29,18
32,30,18
32,31,18
32,32,18
32,33,18
32,34,18
32,35,18
32,36,18
32,37,18
32,38,18
32,39,18
32,40,18
32,41,18
32,42,18
32,43,18
33,20,18
33,21,18
33,22,18
33,23,18
33,24,18
33,25,18
33,26,18
33,27,18
33,28,18
33,29,18
33,30,18
33,31,18
33,32,18
33,33,18
33,34,18
33,35,18
33,36,18
33,37,18
33,38,18
33,39,18
33,40,18
33,41,18
33,42,18
33,43,18
34,20,18
34,21,18
34,22,18
34,23,18
34,24,18
34,25,18
34,26,18
34,27,18
34,28,18
34,29,18
34,30,18
34,31,18
34,32,18
34,33,18
34,34,18
34,35,18
34,36,18
34,37,18
34,38,18
34,39,18
34,40,18
34,41,18
34,42,18
34,43,18
35,20,18
35,21,18
35,22,18
35,23,18
35,24,18
35,25,18
35,26,18
35,27,18
35,28,18
35,29,18
35,30,18
35,31,18
35,32,18
35,33,18
35,34,18
35,35,18
35,36,18
35,37,18
35,38,18
35,39,18
35,40,18
35,41,18
35,42,18
35,43,18
36,21,18
36,22,18
36,23,18
36,24,18
36,25,18
36,26,18
36,27,18
36,28,18
36,29,18
36,30,18
36,31,18
36,32,18
36,33,18
36,34,18
36,35,18
36,36,18
36,37,18
36,38,18
36,39,18
36,40,18
36,41,18
36,42,18
37,21,18
37,22,18
37,23,18
37,24,18
37,25,18
37,26,18
37,27,18
37,28,18
37,29,18
37,30,18
37,31,18
37,32,18
37,33,18
37,34,18
37,35,18
37,36,18
37,37,18
37,38,18
37,39,18
37,40,18
37,41,18
37,42,18
38,22,18
38,23,18
38,24,18
38,25,18
38,26,18
38,27,18
38,28,18
38,29,18
38,30,18
38,31,18
38,32,18
38,33,18
38,34,18
38,35,18
38,36,18
38,37,18
38,38,18
38,39,18
38,40,18
38,41,18
39,23,18
39,24,18
39,25,18
39,26,18
39,27,18
39,28,18
39,29,18
39,30,18
39,31,18
39,32,18
39,33,18
39,34,18
39,35,18
39,36,18
39,37,18
39,38,18
39,39,18
39,40,18
40,24,18
40,25,18
40,26,18
40,27,18
40,28,18
40,29,18
40,30,18
40,31,18
40,32,18
40,33,18
40,34,18
40,35,18
40,36,18
40,37,18
40,38,18
40,39,18
41,25,18
41,26,18
41,27,18
41,28,18
41,29,18
41,30,18
41,31,18
41,32,18
41,33,18
41,34,18
41,35,18
41,36,18
41,37,18
41,38,18
42,26,18
42,27,18
42,28,18
42,29,18
42,30,18
42,31,18
42,32,18
42,33,18
42,34,18
42,35,18
42,36,18
42,37,18
43,28,18
43,29,18
43,30,18
43,31,18
43,32,18
43,33,18
43,34,18
43,35,18
20,28,19
20,29,19
20,30,19
20,31,19
20,32,19
20,33,19
20,34,19
20,35,19
21,26,19
21,27,19
21,28,19
21,29,19
21,30,19
21,31,19
21,32,19
21,33,19
21,34,19
21,35,19
21,36,19
21,37,19
22,25,19
22,26,19
22,27,19
22,28,19
22,29,19
22,30,19
22,31,19
22,32,19
22,33,19
22,34,19
22,35,19
22,36,19
22,37,19
22,38,19
23,24,19
23,25,19
23,26,19
23,27,19
23,28,19
23,29,19
23,30,19
23,31,19
23,32,19
23,33,19
23,34,19
23,35,19
23,36,19
23,37,19
23,38,19
23,39,19
24,23,19
24,24,19
24,25,19
24,26,19
24,27,19
24,28,19
24,29,19
24,30,19
24,31,19
24,32,19
24,33,19
24,34,19
24,35,19
24,36,19
24,37,19
24,38,19
24,39,19
24,40,19
25,22,19
25,23,19
25,24,19
25,25,19
25,26,19
25,27,19
25,28,19
25,29,19
25,30,19
25,31,19
25,32,19
25,33,19
25,34,19
25,35,19
25,36,19
25,37,19
25,38,19
25,39,19
25,40,19
25,41,19
26,21,19
26,22,19
26,23,19
26,24,19
26,25,19
26,26,19
26,27,19
26,28,19
26,29,19
26,30,19
26,31,19
26,32,19
26,33,19
26,34,19
26,35,19
26,36,19
26,37,19
26,38,19
26,39,19
26,40,19
26,41,19
26,42,19
27,21,19
27,22,19
27,23,19
27,24,19
27,25,19
27,26,19
27,27,19
27,28,19
27,29,19
27,30,19
27,31,19
27,32,19
27,33,19
27,34,19
27,35,19
27,36,19
27,37,19
27,38,19
27,39,19
27,40,19
27,41,19
27,42,19
28,20,19
28,21,19
28,22,19
28,23,19
28,24,19
28,25,19
28,26,19
28,27,19
28,28,19
28,29,19
28,30,19
28,31,19
28,32,19
28,33,19
28,34,19
28,35,19
28,36,19
28,37,19
28,38,19
28,39,19
28,40,19
28,41,19
28,42,19
28,43,19
29,20,19
29,21,19
29,22,19
29,23,19
29,24,19
29,25,19
29,26,19
29,27,19
29,28,19
29,29,19
29,30,19
29,31,19
29,32,19
29,33,19
29,34,19
29,35,19
29,36,19
29,37,19
29,38,19
29,39,19
29,40,19
29,41,19
29,42,19
29,43,19
30,20,19
30,21,19
30,22,19
30,23,19
30,24,19
30,25,19
30,26,19
30,27,19
30,28,19
30,29,19
30,30,19
30,31,19
30,32,19
30,33,19
30,34,19
30,35,19
30,36,19
30,37,19
30,38,19
30,39,19
30,40,19
30,41,19
30,42,19
30,43,19
31,20,19
31,21,19
31,22,19
31,23,19
31,24,19
31,25,19
31,26,19
31,27,19
31,28,19
31,29,19
31,30,19
31,31,19
31,32,19
31,33,19
31,34,19
31,35,19
31,36,19
31,37,19
31,38,19
31,39,19
31,40,19
31,41,19
31,42,19
31,43,19
32,20,19
32,21,19
32,22,19
32,23,19
32,24,19
32,25,19
32,26,19
32,27,19
32,28,19
32,29,19
32,30,19
32,31,19
32,32,19
32,33,19
32,34,19
32,35,19
32,36,19
32,37,19
32,38,19
32,39,19
32,40,19
32,41,19
32,42,19
32,43,19
33,20,19
33,21,19
33,22,19
33,23,19
33,24,19
33,25,19
33,26,19
33,27,19
33,28,19
33,29,19
33,30,19
33,31,19
33,32,19
33,33,19
33,34,19
33,35,19
33,36,19
33,37,19
33,38,19
33,39,19
33,40,19
33,41,19
33,42,19
33,43,19
34,20,19
34,21,19
34,22,19
34,23,19
34,24,19
34,25,19
34,26,19
34,27,19
34,28,19
34,29,19
34,30,19
34,31,19
34,32,19
34,33,19
34,34,19
34,35,19
34,36,19
34,37,19
34,38,19
34,39,19
34,40,19
34,41,19
34,42,19
34,43,19
35,20,19
35,21,19
35,22,19
35,23,19
35,24,19
35,25,19
35,26,19
35,27,19
35,28,19
35,29,19
35,30,19
35,31,19
35,32,19
35,33,19
35,34,19
35,35,19
35,36,19
35,37,19
35,38,19
35,39,19
35,40,19
35,41,19
35,42,19
35,43,19
36,21,19
36,22,19
36,23,19
36,24,19
36,25,19
36,26,19
36,27,19
36,28,19
36,29,19
36,30,19
36,31,19
36,32,19
36,33,19
36,34,19
36,35,19
36,36,19
36,37,19
36,38,19
36,39,19
36,40,19
36,41,19
36,42,19
37,21,19
37,22,19
37,23,19
37,24,19
37,25,19
37,26,19
37,27,19
37,28,19
37,29,19
37,30,19
37,31,19
37,32,19
37,33,19
37,34,19
37,35,19
37,36,19
37,37,19
37,38,19
37,39,19
37,40,19
37,41,19
37,42,19
38,22,19
38,23,19
38,24,19
38,25,19
38,26,19
38,27,19
38,28,19
38,29,19
38,30,19
38,31,19
38,32,19
38,33,19
38,34,19
38,35,19
38,36,19
38,37,19
38,38,19
38,39,19
38,40,19
38,41,19
39,23,19
39,24,19
39,25,19
39,26,19
39,27,19
39,28,19
39,29,19
39,30,19
39,31,19
39,32,19
39,33,19
39,34,19
39,35,19
39,36,19
39,37,19
39,38,19
39,39,19
39,40,19
40,24,19
40,25,19
40,26,19
40,27,19
40,28,19
40,29,19
40,30,19
40,31,19
40,32,19
40,33,19
40,34,19
40,35,19
40,36,19
40,37,19
40,38,19
40,39,19
41,25,19
41,26,19
41,27,19
41,28,19
41,29,19
41,30,19
41,31,19
41,32,19
41,33,19
41,34,19
41,35,19
41,36,19
41,37,19
41,38,19
42,26,19
42,27,19
42,28,19
42,29,19
42,30,19
42,31,19
42,32,19
42,33,19
42,34,19
42,35,19
42,36,19
42,37,19
43,28,19
43,29,19
43,30,19
43,31,19
43,32,19
43,33,19
43,34,19
43,35,19
20,28,20
20,29,20
20,30,20
20,31,20
20,32,20
20,33,20
20,34,20
20,35,20
21,26,20
21,27,20
21,28,20
21,29,20
21,30,20
21,31,20
21,32,20
21,33,20
21,34,20
21,35,20
21,36,20
21,37,20
22,25,20
22,26,20
22,27,20
22,28,20
22,29,20
22,30,20
22,31,20
22,32,20
22,33,20
22,34,20
22,35,20
22,36,20
22,37,20
22,38,20
23,24,20
23,25,20
23,26,20
23,27,20
23,28,20
23,29,20
23,30,20
23,31,20
23,32,20
23,33,20
23,34,20
23,35,20
23,36,20
23,37,20
23,38,20
23,39,20
24,23,20
24,24,20
24,25,20
24,26,20
24,27,20
24,28,20
24,29,20
24,30,20
24,31,20
24,32,20
24,33,20
24,34,20
24,35,20
24,36,20
24,37,20
24,38,20
24,39,20
24,40,20
25,22,20
25,23,20
25,24,20
25,25,20
25,26,20
25,27,20
25,28,20
25,29,20
25,30,20
25,31,20
25,32,20
25,33,20
25,34,20
25,35,20
25,36,20
25,37,20
25,38,20
25,39,20
25,40,20
25,41,20
26,21,20
26,22,20
26,23,20
26,24,20
26,25,20
26,26,20
26,27,20
26,28,20
26,29,20
26,30,20
26,31,20
26,32,20
26,33,20
26,34,20
26,35,20
26,36,20
26,37,20
26,38,20
26,39,20
26,40,20
26,41,20
26,42,20
27,21,20
27,22,20
27,23,20
27,24,20
27,25,20
27,26,20
27,27,20
27,28,20
27,29,20
27,30,20
27,31,20
27,32,20
27,33,20
27,34,20
27,35,20
27,36,20
27,37,20
27,38,20
27,39,20
27,40,20
27,41,20
27,42,20
28,20,20
28,21,20
28,22,20
28,23,20
28,24,20
28,25,20
28,26,20
28,27,20
28,28,20
28,29,20
28,30,20
28,31,20
28,32,20
28,33,20
28,34,20
28,35,20
28,36,20
28,37,20
28,38,20
28,39,20
28,40,20
28,41,20
28,42,20
28,43,20
29,20,20
29,21,20
29,22,20
29,23,20
29,24,20
29,25,20
29,26,20
29,27,20
29,28,20
29,29,20
29,30,20
29,31,20
29,32,20
29,33,20
29,34,20
29,35,20
29,36,20
29,37,20
29,38,20
29,39,20
29,40,20
29,41,20
29,42,20
29,43,20
30,20,20
30,21,20
30,22,20
30,23,20
30,24,20
30,25,20
30,26,20
30,27,20
30,28,20
30,29,20
30,30,20
30,31,20
30,32,20
30,33,20
30,34,20
30,35,20
30,36,20
30,37,20
30,38,20
30,39,20
30,40,20
30,41,20
30,42,20
30,43,20
31,20,20
31,21,20
31,22,20
31,23,20
31,24,20
31,25,20
31,26,20
31,27,20
31,28,20
31,29,20
31,30,20
31,31,20
31,32,20
31,33,20
31,34,20
31,35,20
31,36,20
31,37,20
31,38,20
31,39,20
31,40,20
31,41,20
31,42,20
31,43,20
32,20,20
32,21,20
32,22,20
32,23,20
32,24,20
32,25,20
32,26,20
32,27,20
32,28,20
32,29,20
32,30,20
32,31,20
32,32,20
32,33,20
32,34,20
32,35,20
32,36,20
32,37,20
32,38,20
32,39,20
32,40,20
32,41,20
32,42,20
32,43,20
33,20,20
33,21,20
33,22,20
33,23,20
33,24,20
33,25,20
33,26,20
33,27,20
33,28,20
33,29,20
33,30,20
33,31,20
33,32,20
33,33,20
33,34,20
33,35,20
33,36,20
33,37,20
33,38,20
33,39,20
33,40,20
33,41,20
33,42,20
33,43,20
34,20,20
34,21,20
34,22,20
34,23,20
34,24,20
34,25,20
34,26,20
34,27,20
34,28,20
34,29,20
34,30,20
34,31,20
34,32,20
34,33,20
34,34,20
34,35,20
34,36,20
34,37,20
34,38,20
34,39,20
34,40,20
34,41,20
34,42,20
34,43,20
35,20,20
35,21,20
35,22,20
35,23,20
35,24,20
35,25,20
35,26,20
35,27,20
35,28,20
35,29,20
35,30,20
35,31,20
35,32,20
35,33,20
35,34,20
35,35,20
35,36,20
35,37,20
35,38,20
35,39,20
35,40,20
35,41,20
35,42,20
35,43,20
36,21,20
36,22,20
36,23,20
36,24,20
36,25,20
36,26,20
36,27,20
36,28,20
36,29,20
36,30,20
36,31,20
36,32,20
36,33,20
36,34,20
36,35,20
36,36,20
36,37,20
36,38,20
36,39,20
36,40,20
36,41,20
36,42,20
37,21,20
37,22,20
37,23,20
37,24,20
37,25,20
37,26,20
37,27,20
37,28,20
37,29,20
37,30,20
37,31,20
37,32,20
37,33,20
37,34,20
37,35,20
37,36,20
37,37,20
37,38,20
37,39,20
37,40,20
37,41,20
37,42,20
38,22,20
38,23,20
38,24,20
38,25,20
38,26,20
38,27,20
38,28,20
38,29,20
38,30,20
38,31,20
38,32,20
38,33,20
38,34,20
38,35,20
38,36,20
38,37,20
38,38,20
38,39,20
38,40,20
38,41,20
39,23,20
39,24,20
39,25,20
39,26,20
39,27,20
39,28,20
39,29,20
39,30,20
39,31,20
39,32,20
39,33,20
39,34,20
39,35,20
39,36,20
39,37,20
39,38,20
39,39,20
39,40,20
40,24,20
40,25,20
40,26,20
40,27,20
40,28,20
40,29,20
40,30,20
40,31,20
40,32,20
40,33,20
40,34,20
40,35,20
40,36,20
40,37,20
40,38,20
40,39,20
41,25,20
41,26,20
41,27,20
41,28,20
41,29,20
41,30,20
41,31,20
41,32,20
41,33,20
41,34,20
41,35,20
41,36,20
41,37,20
41,38,20
42,26,20
42,27,20
42,28,20
42,29,20
42,30,20
42,31,20
42,32,20
42,33,20
42,34,20
42,35,20
42,36,20
42,37,20
43,28,20
43,29,20
43,30,20
43,31,20
43,32,20
43,33,20
43,34,20
43,35,20
20,28,21
20,29,21
20,30,21
20,31,21
20,32,21
20,33,21
20,34,21
20,35,21
21,26,21
21,27,21
21,28,21
21,29,21
21,30,21
21,31,21
21,32,21
21,33,21
21,34,21
21,35,21
21,36,21
21,37,21
22,25,21
22,26,21
22,27,21
22,28,21
22,29,21
22,30,21
22,31,21
22,32,21
22,33,21
22,34,21
22,35,21
22,36,21
22,37,21
22,38,21
23,24,21
23,25,21
23,26,21
23,27,21
23,28,21
23,29,21
23,30,21
23,31,21
23,32,21
23,33,21
23,34,21
23,35,21
23,36,21
23,37,21
23,38,21
23,39,21
24,23,21
24,24,21
24,25,21
24,26,21
24,27,21
24,28,21
24,29,21
24,30,21
24,31,21
24,32,21
24,33,21
24,34,21
24,35,21
24,36,21
24,37,21
24,38,21
24,39,21
24,40,21
25,22,21
25,23,21
25,24,21
25,25,21
25,26,21
25,27,21
25,28,21
25,29,21
25,30,21
25,31,21
25,32,21
25,33,21
25,34,21
25,35,21
25,36,21
25,37,21
25,38,21
25,39,21
25,40,21
25,41,21
26,21,21
26,22,21
26,23,21
26,24,21
26,25,21
26,26,21
26,27,21
26,28,21
26,29,21
26,30,21
26,31,21
26,32,21
26,33,21
26,34,21
26,35,21
26,36,21
26,37,21
26,38,21
26,39,21
26,40,21
26,41,21
26,42,21
27,21,21
27,22,21
27,23,21
27,24,21
27,25,21
27,26,21
27,27,21
27,28,21
27,29,21
27,30,21
27,31,21
27,32,21
27,33,21
27,34,21
27,35,21
27,36,21
27,37,21
27,38,21
27,39,21
27,40,21
27,41,21
27,42,21
28,20,21
28,21,21
28,22,21
28,23,21
28,24,21
28,25,21
28,26,21
28,27,21
28,28,21
28,29,21
28,30,21
28,31,21
28,32,21
28,33,21
28,34,21
28,35,21
28,36,21
28,37,21
28,38,21
28,39,21
28,40,21
28,41,21
28,42,21
28,43,21
29,20,21
29,21,21
29,22,21
29,23,21
29,24,21
29,25,21
29,26,21
29,27,21
29,28,21
29,29,21
29,30,21
29,31,21
29,32,21
29,33,21
29,34,21
29,35,21
29,36,21
29,37,21
29,38,21
29,39,21
29,40,21
29,41,21
29,42,21
29,43,21
30,20,21
30,21,21
30,22,21
30,23,21
30,24,21
30,25,21
30,26,21
30,27,21
30,28,21
30,29,21
30,30,21
30,31,21
30,32,21
30,33,21
30,34,21
30,35,21
30,36,21
30,37,21
30,38,21
30,39,21
30,40,21
30,41,21
30,42,21
30,43,21
31,20,21
31,21,21
31,22,21
31,23,21
31,24,21
31,25,21
31,26,21
31,27,21
31,28,21
31,29,21
31,30,21
31,31,21
31,32,21
31,33,21
31,34,21
31,35,21
31,36,21
31,37,21
31,38,21
31,39,21
31,40,21
31,41,21
31,42,21
31,43,21
32,20,21
32,21,21
32,22,21
32,23,21
32,24,21
32,25,21
32,26,21
32,27,21
32,28,21
32,29,21
32,30,21
32,31,21
32,32,21
32,33,21
32,34,21
32,35,21
32,36,21
32,37,21
32,38,21
32,39,21
32,40,21
32,41,21
32,42,21
32,43,21
33,20,21
33,21,21
33,22,21
33,23,21
33,24,21
33,25,21
33,26,21
33,27,21
33,28,21
33,29,21
33,30,21
33,31,21
33,32,21
33,33,21
33,34,21
33,35,21
33,36,21
33,37,21
33,38,21
33,39,21
33,40,21
33,41,21
33,42,21
33,43,21
34,20,21
34,21,21
34,22,21
34,23,21
34,24,21
34,25,21
34,26,21
34,27,21
34,28,21
34,29,21
34,30,21
34,31,21
34,32,21
34,33,21
34,34,21
34,35,21
34,36,21
34,37,21
34,38,21
34,39,21
34,40,21
34,41,21
34,42,21
34,43,21
35,20,21
35,21,21
35,22,21
35,23,21
35,24,21
35,25,21
35,26,21
35,27,21
35,28,21
35,29,21
35,30,21
35,31,21
35,32,21
35,33,21
35,34,21
35,35,21
35,36,21
35,37,21
35,38,21
35,39,21
35,40,21
35,41,21
35,42,21
35,43,21
36,21,21
36,22,21
36,23,21
36,24,21
36,25,21
36,26,21
36,27,21
36,28,21
36,29,21
36,30,21
36,31,21
36,32,21
36,33,21
36,34,21
36,35,21
36,36,21
36,37,21
36,38,21
36,39,21
36,40,21
36,41,21
36,42,21
37,21,21
37,22,21
37,23,21
37,24,21
37,25,21
37,26,21
37,27,21
37,28,21
37,29,21
37,30,21
37,31,21
37,32,21
37,33,21
37,34,21
37,35,21
37,36,21
37,37,21
37,38,21
37,39,21
37,40,21
37,41,21
37,42,21
38,22,21
38,23,21
38,24,21
38,25,21
38,26,21
38,27,21
38,28,21
38,29,21
38,30,21
38,31,21
38,32,21
38,33,21
38,34,21
38,35,21
38,36,21
38,37,21
38,38,21
38,39,21
38,40,21
38,41,21
39,23,21
39,24,21
39,25,21
39,26,21
39,27,21
39,28,21
39,29,21
39,30,21
39,31,21
39,32,21
39,33,21
39,34,21
39,35,21
39,36,21
39,37,21
39,38,21
39,39,21
39,40,21
40,24,21
40,25,21
40,26,21
40,27,21
40,28,21
40,29,21
40,30,21
40,31,21
40,32,21
40,33,21
40,34,21
40,35,21
40,36,21
40,37,21
40,38,21
40,39,21
41,25,21
41,26,21
41,27,21
41,28,21
41,29,21
41,30,21
41,31,21
41,32,21
41,33,21
41,34,21
41,35,21
41,36,21
41,37,21
41,38,21
42,26,21
42,27,21
42,28,21
42,29,21
42,30,21
42,31,21
42,32,21
42,33,21
42,34,21
42,35,21
42,36,21
42,37,21
43,28,21
43,29,21
43,30,21
43,31,21
43,32,21
43,33,21
43,34,21
43,35,21
20,28,22
20,29,22
20,30,22
20,31,22
20,32,22
20,33,22
20,34,22
20,35,22
21,26,22
21,27,22
21,28,22
21,29,22
21,30,22
21,31,22
21,32,22
21,33,22
21,34,22
21,35,22
21,36,22
21,37,22
22,25,22
22,26,22
22,27,22
22,28,22
22,29,22
22,30,22
22,31,22
22,32,22
22,33,22
22,34,22
22,35,22
22,36,22
22,37,22
22,38,22
23,24,22
23,25,22
23,26,22
23,27,22
23,28,22
23,29,22
23,30,22
23,31,22
23,32,22
23,33,22
23,34,22
23,35,22
23,36,22
23,37,22
23,38,22
23,39,22
24,23,22
24,24,22
24,25,22
24,26,22
24,27,22
24,28,22
24,29,22
24,30,22
24,31,22
24,32,22
24,33,22
24,34,22
24,35,22
24,36,22
24,37,22
24,38,22
24,39,22
24,40,22
25,22,22
25,23,22
25,24,22
25,25,22
25,26,22
25,27,22
25,28,22
25,29,22
25,30,22
25,31,22
25,32,22
25,33,22
25,34,22
25,35,22
25,36,22
25,37,22
25,38,22
25,39,22
25,40,22
25,41,22
26,21,22
26,22,22
26,23,22
26,24,22
26,25,22
26,26,22
26,27,22
26,28,22
26,29,22
26,30,22
26,31,22
26,32,22
26,33,22
26,34,22
26,35,22
26,36,22
26,37,22
26,38,22
26,39,22
26,40,22
26,41,22
26,42,22
27,21,22
27,22,22
27,23,22
27,24,22
27,25,22
27,26,22
27,27,22
27,28,22
27,29,22
27,30,22
27,31,22
27,32,22
27,33,22
27,34,22
27,35,22
27,36,22
27,37,22
27,38,22
27,39,22
27,40,22
27,41,22
27,42,22
28,20,22
28,21,22
28,22,22
28,23,22
28,24,22
28,25,22
28,26,22
28,27,22
28,28,22
28,29,22
28,30,22
28,31,22
28,32,22
28,33,22
28,34,22
28,35,22
28,36,22
28,37,22
28,38,22
28,39,22
28,40,22
28,41,22
28,42,22
28,43,22
29,20,22
29,21,22
29,22,22
29,23,22
29,24,22
29,25,22
29,26,22
29,27,22
29,28,22
29,29,22
29,30,22
29,31,22
29,32,22
29,33,22
29,34,22
29,35,22
29,36,22
29,37,22
29,38,22
29,39,22
29,40,22
29,41,22
29,42,22
29,43,22
30,20,22
30,21,22
30,22,22
30,23,22
30,24,22
30,25,22
30,26,22
30,27,22
30,28,22
30,29,22
30,30,22
30,31,22
30,32,22
30,33,22
30,34,22
30,35,22
30,36,22
30,37,22
30,38,22
30,39,22
30,40,22
30,41,22
30,42,22
30,43,22
31,20,22
31,21,22
31,22,22
31,23,22
31,24,22
31,25,22
31,26,22
31,27,22
31,28,22
31,29,22
31,30,22
31,31,22
31,32,22
31,33,22
31,34,22
31,35,22
31,36,22
31,37,22
31,38,22
31,39,22
31,40,22
31,41,22
31,42,22
31,43,22
32,20,22
32,21,22
32,22,22
32,23,22
32,24,22
32,25,22
32,26,22
32,27,22
32,28,22
32,29,22
32,30,22
32,31,22
32,32,22
32,33,22
32,34,22
32,35,22
32,36,22
32,37,22
32,38,22
32,39,22
32,40,22
32,41,22
32,42,22
32,43,22
33,20,22
33,21,22
33,22,22
33,23,22
33,24,22
33,25,22
33,26,22
33,27,22
33,28,22
33,29,22
33,30,22
33,31,22
33,32,22
33,33,22
33,34,22
33,35,22
33,36,22
33,37,22
33,38,22
33,39,22
33,40,22
33,41,22
33,42,22
33,43,22
34,20,22
34,21,22
34,22,22
34,23,22
34,24,22
34,25,22
34,26,22
34,27,22
34,28,22
34,29,22
34,30,22
34,31,22
34,32,22
34,33,22
34,34,22
34,35,22
34,36,22
34,37,22
34,38,22
34,39,22
34,40,22
34,41,22
34,42,22
34,43,22
35,20,22
35,21,22
35,22,22
35,23,22
35,24,22
35,25,22
35,26,22
35,27,22
35,28,22
35,29,22
35,30,22
35,31,22
35,32,22
35,33,22
35,34,22
35,35,22
35,36,22
35,37,22
35,38,22
35,39,22
35,40,22
35,41,22
35,42,22
35,43,22
36,21,22
36,22,22
36,23,22
36,24,22
36,25,22
36,26,22
36,27,22
36,28,22
36,29,22
36,30,22
36,31,22
36,32,22
36,33,22
36,34,22
36,35,22
36,36,22
36,37,22
36,38,22
36,39,22
36,40,22
36,41,22
36,42,22
37,21,22
37,22,22
37,23,22
37,24,22
37,25,22
37,26,22
37,27,22
37,28,22
37,29,22
37,30,22
37,31,22
37,32,22
37,33,22
37,34,22
37,35,22
37,36,22
37,37,22
37,38,22
37,39,22
37,40,22
37,41,22
37,42,22
38,22,22
38,23,22
38,24,22
38,25,22
38,26,22
38,27,22
38,28,22
38,29,22
38,30,22
38,31,22
38,32,22
38,33,22
38,34,22
38,35,22
38,36,22
38,37,22
38,38,22
38,39,22
38,40,22
38,41,22
39,23,22
39,24,22
39,25,22
39,26,22
39,27,22
39,28,22
39,29,22
39,30,22
39,31,22
39,32,22
39,33,22
39,34,22
39,35,22
39,36,22
39,37,22
39,38,22
39,39,22
39,40,22
40,24,22
40,25,22
40,26,22
40,27,22
40,28,22
40,29,22
40,30,22
40,31,22
40,32,22
40,33,22
40,34,22
40,35,22
40,36,22
40,37,22
40,38,22
40,39,22
41,25,22
41,26,22
41,27,22
41,28,22
41,29,22
41,30,22
41,31,22
41,32,22
41,33,22
41,34,22
41,35,22
41,36,22
41,37,22
41,38,22
42,26,22
42,27,22
42,28,22
42,29,22
42,30,22
42,31,22
42,32,22
42,33,22
42,34,22
42,35,22
42,36,22
42,37,22
43,28,22
43,29,22
43,30,22
43,31,22
43,32,22
43,33,22
43,34,22
43,35,22
20,28,23
20,29,23
20,30,23
20,31,23
20,32,23
20,33,23
20,34,23
20,35,23
21,26,23
21,27,23
21,28,23
21,29,23
21,30,23
21,31,23
21,32,23
21,33,23
21,34,23
21,35,23
21,36,23
21,37,23
22,25,23
22,26,23
22,27,23
22,28,23
22,29,23
22,30,23
22,31,23
22,32,23
22,33,23
22,34,23
22,35,23
22,36,23
22,37,23
22,38,23
23,24,23
23,25,23
23,26,23
23,27,23
23,28,23
23,29,23
23,30,23
23,31,23
23,32,23
23,33,23
23,34,23
23,35,23
23,36,23
23,37,23
23,38,23
23,39,23
24,23,23
24,24,23
24,25,23
24,26,23
24,27,23
24,28,23
24,29,23
24,30,23
24,31,23
24,32,23
24,33,23
24,34,23
24,35,23
24,36,23
24,37,23
24,38,23
24,39,23
24,40,23
25,22,23
25,23,23
25,24,23
25,25,23
25,26,23
25,27,23
25,28,23
25,29,23
25,30,23
25,31,23
25,32,23
25,33,23
25,34,23
25,35,23
25,36,23
25,37,23
25,38,23
25,39,23
25,40,23
25,41,23
26,21,23
26,22,23
26,23,23
26,24,23
26,25,23
26,26,23
26,27,23
26,28,23
26,29,23
26,30,23
26,31,23
26,32,23
26,33,23
26,34,23
26,35,23
26,36,23
26,37,23
26,38,23
26,39,23
26,40,23
26,41,23
26,42,23
27,21,23
27,22,23
27,23,23
27,24,23
27,25,23
27,26,23
27,27,23
27,28,23
27,29,23
27,30,23
27,31,23
27,32,23
27,33,23
27,34,23
27,35,23
27,36,23
27,37,23
27,38,23
27,39,23
27,40,23
27,41,23
27,42,23
28,20,23
28,21,23
28,22,23
28,23,23
28,24,23
28,25,23
28,26,23
28,27,23
28,28,23
28,29,23
28,30,23
28,31,23
28,32,23
28,33,23
28,34,23
28,35,23
28,36,23
28,37,23
28,38,23
28,39,23
28,40,23
28,41,23
28,42,23
28,43,23
29,20,23
29,21,23
29,22,23
29,23,23
29,24,23
29,25,23
29,26,23
29,27,23
29,28,23
29,29,23
29,30,23
29,31,23
29,32,23
29,33,23
29,34,23
29,35,23
29,36,23
29,37,23
29,38,23
29,39,23
29,40,23
29,41,23
29,42,23
29,43,23
30,20,23
30,21,23
30,22,23
30,23,23
30,24,23
30,25,23
30,26,23
30,27,23
30,28,23
30,29,23
30,30,23
30,31,23
30,32,23
30,33,23
30,34,23
30,35,23
30,36,23
